id,weight,originHubId,destinationHubId,priority
PKG-004362,446.33,WH-072,wh-068,URGENT
PKG-004363,263.47, WH-076 ,WH-074,STANDARD
PKG-004364,147.78,WH-067,WH-015,LOW
pkg-004365,116.48,WH-098,WH-014,LOW
PKG-004366,195.25,WH-039,WH-032,STANDARD
PKG-004367,11.02,WH-046,WH-092,LOW
PKG-004368,9.13,WH-022,WH-059,STANDARD
PKG-004369,378.39,WH-001,WH-019,LOW
PKG-004370,357.66,WH-025,WH-036,LOW
PKG-004371,343.04,WH-067,WH-091,LOW
,19.94,WH-071, WH-032 ,URGENT
PKG-004373,217.07,WH-060,WH-014,STANDARD
 PKG-004374 ,28.11,WH-089,WH-069,STANDARD
PKG-004375,251.75,WH-016,WH-014,URGENT
PKG-004376,474.78,WH-027,WH-016,STANDARD
PKG-004377,234.00,WH-054,WH-060,URGENT
PKG-004378,392.25,WH-065,WH-078,STANDARD
PKG-004379,199.67,,WH-039,URGENT
PKG-004380,486.94,WH-016,WH-065,URGENT
PKG-004381,237.89,WH-096,WH-100,URGENT
PKG-004382,252.44,WH-098,WH-059,URGENT
PKG-004383,55.46,WH-069,WH-065,STANDARD
PKG-004384,383.56,WH-024,WH-029,LOW
PKG-004385,278.12,WH-094,WH-005,URGENT
PKG-004386,342.07,WH-051,WH-043,STANDARD
PKG-004387,144.60,WH-002, WH-060 ,LOW
PKG-004388,492.69242951090416kg,WH-016,WH-009,LOW
PKG-004389,9.20,WH-027,WH-018,STANDARD
PKG-004390,293.58,WH-075,WH-078,LOW
PKG-004391,219.22,WH-062,WH-081,LOW
PKG-004392,205.21,WH-023,WH-001,STANDARD

PKG-004393,217.55,WH-012,WH-031,URGENT
PKG-004394,386.07,WH-046,WH-034,STANDARD
PKG-004395,189.58,WH-046,WH-015,LOW
PKG-004396,308.78,WH-020,WH-078,standard
,216.56,WH-087,WH-003,LOW
,53.94,WH-088,WH-063,URGENT
PKG-004399,481.32, WH-098 ,WH-048,STANDARD
PKG-004400,,WH-100,WH-088,STANDARD
PKG-004401,29.310351467937874kg,WH-027,,URGENT
PKG-004402,369.22,WH-042,wh-096,STANDARD
PKG-004403,69.79,WH-068,WH-035,LOW
PKG-004404,280.11,WH-036,WH-011,
PKG-004405,255.12,WH-010,WH-021,STANDARD
PKG-004406,181.44,wh-004,WH-056,STANDARD
PKG-004407,385.88,WH-053,WH-063,LOW
PKG-004408,434.60,WH-006,WH-064,STANDARD
PKG-004409,,WH-024,WH-084,URGENT
PKG-004410,346.83,WH-025,WH-016,STANDARD
,341.23,WH-005,WH-017,URGENT
PKG-004412, 13.325458956971566 ,WH-017,WH-003,
PKG-004413, 386.6770311283007 ,WH-034,WH-016, URGENT 
PKG-004414,40.00248752036271kg, WH-052 ,WH-001, LOW 
PKG-004415,302.56,WH-083,WH-095,URGENT
 PKG-004416 ,331.07,WH-021,WH-007,LOW
PKG-004417,440.02,WH-032,WH-062,URGENT
PKG-004418,null,WH-065,WH-003,LOW
PKG-004419,396.24,WH-056,WH-019,URGENT
PKG-004420,29.96,WH-017,WH-031,STANDARD
PKG-004421,427.35,WH-022,WH-037,URGENT
PKG-004422,21.53, WH-068 ,WH-053,STANDARD
PKG-004423,130.64,WH-081,WH-020,URGENT
PKG-004424,296.46,WH-025,WH-039,URGENT
PKG-004425,187.68,WH-072,WH-029,LOW
PKG-004426,351.63,WH-005,WH-060
PKG-004427,288.93,WH-100,WH-074,URGENT

PKG-004428,191.04,WH-085,,URGENT
PKG-004429,47.98,WH-085,WH-050,LOW
PKG-004430,450.16,WH-006,WH-058,STANDARD
PKG-004431,121.60,WH-036,WH-026,URGENT
PKG-004432,498.06,WH-075,WH-016,URGENT
PKG-004433,83.92, WH-030 , WH-018 ,STANDARD
PKG-004434,275.99,WH-036,WH-098,URGENT
PKG-004435,374.04,WH-010,WH-091,NONE
PKG-004436,316.87,WH-028,WH-081,URGENT
PKG-004437,193.71,WH-061,WH-098
PKG-004438,132.26, WH-090 ,,URGENT
 PKG-004439 ,267.99,WH-031,WH-044,URGENT
PKG-004440,468.35,WH-069,WH-037,LOW
PKG-004441,433.73,WH-019,WH-085,LOW
pkg-004442,41.18,WH-075,WH-088,STANDARD
PKG-004443,468.15,WH-056,WH-054,URGENT
 PKG-004444 ,390.69,WH-071,WH-016,NONE
PKG-004445,484.32, WH-033 ,WH-052,LOW
PKG-004446,468.88,WH-059,WH-017,NONE
PKG-004447,351.07, WH-045 ,WH-034,URGENT
PKG-004448,101.20, WH-046 ,WH-080,LOW
PKG-004449,349.23,,WH-014,URGENT
PKG-004450,451.51,, WH-082 ,URGENT
PKG-004451,N/A,WH-069,WH-096,STANDARD
PKG-004452,205.72,WH-048,WH-025,LOW
PKG-004453,137.67,WH-099,WH-038,URGENT
PKG-004454,56.55,WH-036,WH-090, STANDARD 
PKG-004455,319.29,,WH-044,STANDARD
PKG-004456,8.36,WH-059,WH-023, URGENT 

PKG-004457,null,WH-097,WH-074,NONE
PKG-004458,492.41,WH-075,WH-030
PKG-004459,220.11,WH-048,WH-084,STANDARD
PKG-004460,485.45,WH-095,WH-019,LOW
 PKG-004461 ,278.40,WH-090,WH-017
pkg-004462,230.18,WH-011, WH-054 ,urgent
PKG-004463,,WH-069,WH-095,URGENT
PKG-004464,86.45,WH-075,WH-078,LOW
PKG-004465,391.85,WH-047, WH-016 ,STANDARD
PKG-004466,418.11,WH-060,WH-059,STANDARD
PKG-004467,337.02,WH-036,WH-095,LOW
PKG-004468,243.27,WH-002,WH-005,LOW

PKG-004469,436.05,WH-018,WH-080,URGENT
PKG-004470,220.58,WH-068,WH-044,URGENT
PKG-004471,200.66,WH-063,WH-066,URGENT
PKG-004472,N/A,WH-070,WH-073,LOW
PKG-004473,220.03,,WH-005,STANDARD
PKG-004474,70.79,WH-014,WH-011,URGENT
PKG-004475,416.13,WH-012,WH-004,LOW
PKG-004476,183.90,WH-033,WH-078,
PKG-004477,109.65,WH-041,WH-071,URGENT
PKG-004478,370.03,WH-084,WH-008,LOW
PKG-004479,164.31,WH-066,WH-029,LOW
PKG-004480,136.58,WH-049,WH-088,LOW
,380.19,WH-038,WH-089,URGENT
PKG-004482,223.68,WH-023,WH-043,LOW
PKG-004483,486.29,WH-077,WH-039,LOW
PKG-004484,478.40, WH-051 ,WH-067,STANDARD
PKG-004485,423.31,WH-031,WH-066,URGENT
PKG-004486,53.05,WH-057,WH-076,STANDARD
PKG-004487,366.24,WH-057,WH-074,LOW
PKG-004488,348.44,WH-065,WH-035, LOW 
PKG-004489,298.78,WH-007,wh-041,LOW,
 PKG-004490 ,406.11,WH-064,WH-010,STANDARD
PKG-004491,204.07,WH-003,WH-092,URGENT
PKG-004492,310.04,WH-043,WH-090
PKG-004493,17.04,WH-020,WH-066,LOW
PKG-004494,206.08,WH-004,WH-022,LOW
PKG-004495,39.49,WH-046,WH-087,LOW
PKG-004496,255.08,WH-022,WH-081,URGENT
PKG-004497,218.41,WH-074,WH-097,STANDARD
pkg-004498,412.83, WH-087 ,WH-080,STANDARD
PKG-004499,119.07,,WH-092,URGENT
,365.59,,WH-098,LOW
PKG-004501,335.53,WH-061,WH-020,URGENT
PKG-004502,315.75,wh-058,WH-100,EXPRESS
PKG-004503,283.23,WH-013,WH-081,LOW
PKG-004504,9.49,WH-049,WH-077,STANDARD
PKG-004505,446.46, WH-041 ,WH-051,URGENT
PKG-004506,395.17,WH-029,WH-040,STANDARD
PKG-004507, 301.00981783185495 ,WH-083,WH-063,LOW
PKG-004508,333.60,WH-047,WH-036,STANDARD
PKG-004509,336.91,WH-041,WH-062,LOW
PKG-004510,47.59,WH-044,WH-013,urgent
PKG-004511,458.50,WH-080,WH-041,URGENT
PKG-004512,28.69,WH-029,WH-055, URGENT 
PKG-004513,242.18,WH-079,WH-005,URGENT
PKG-004514,494.75,WH-056, WH-072 ,STANDARD
PKG-004515,401.86,WH-066,WH-025,URGENT
PKG-004516,469.15,WH-066,WH-042,STANDARD
PKG-004517,38.22,WH-061,WH-064,EXPRESS
PKG-004518,342.11,WH-033, WH-073 ,URGENT
PKG-004519,223.33,WH-017,WH-048,STANDARD
PKG-004520,124.76, WH-079 ,WH-073,STANDARD
pkg-004521,283.30,WH-059,WH-067,STANDARD

PKG-004522,319.93,WH-042,WH-066,STANDARD
,170.28,WH-070,wh-097,STANDARD
PKG-004524,360.59,WH-015,WH-019,URGENT
PKG-004525,472.00,wh-099,WH-011, LOW 
PKG-004526,282.50,WH-052,WH-035,STANDARD
PKG-004527,84.43,WH-046,WH-066,LOW
pkg-004528,310.53,WH-069,WH-086,VIP
PKG-004529,null,WH-016,WH-014,URGENT
PKG-004530,499.75,WH-015,WH-060,URGENT
PKG-004531,471.43,WH-036,WH-025,LOW
PKG-004532,112.30,WH-025,WH-030,LOW
PKG-004533,477.28,WH-042,WH-019,LOW
pkg-004534,373.47,WH-090,WH-077,URGENT
PKG-004535,null,WH-020,WH-033, STANDARD 
PKG-004536,69.88,WH-085,,STANDARD
PKG-004537,394.07,WH-092,WH-093,STANDARD
PKG-004538, 40.482612021454365 ,WH-068,WH-062,STANDARD
PKG-004539,89.68,WH-100,WH-010,LOW
pkg-004540,65.96,WH-004,WH-073,STANDARD
PKG-004541,191.88,WH-063,WH-082,urgent
PKG-004542,165.09,,wh-049,LOW
PKG-004543,161.98,WH-060,WH-055,URGENT
PKG-004544,242.43,WH-092,WH-052,CRITICAL
PKG-004545,480.00,WH-078,WH-061,URGENT

 PKG-004546 ,61.54,WH-035,WH-073,LOW
PKG-004547,105.59,WH-012,WH-073,LOW
PKG-004548,250.08,WH-095,WH-026,urgent
PKG-004549,272.55,WH-005,WH-021,low
PKG-004550,N/A,WH-032,wh-036,LOW
PKG-004551,124.96,WH-092,WH-014,URGENT
PKG-004552,242.36,wh-063,WH-021,LOW
 PKG-004553 ,272.33,WH-097,WH-006,URGENT
PKG-004554,48.51,WH-051,WH-008,STANDARD
PKG-004555,186.24,WH-071,WH-079,STANDARD
PKG-004556,167.83, WH-093 ,WH-015,URGENT
PKG-004557,369.68,WH-098,WH-053
PKG-004558,312.59,WH-044,WH-056,EXPRESS
PKG-004559,65.31,WH-084,WH-051,URGENT
PKG-004560,330.83,WH-089,WH-050,URGENT
PKG-004561,9.39,WH-024,WH-023,LOW
PKG-004562,123.12,WH-052,WH-020,URGENT,
PKG-004563,202.31,WH-031,WH-008,URGENT
PKG-004564,390.55,WH-033,WH-013, LOW 
PKG-004565,467.12,WH-053,WH-023,URGENT
PKG-004566,278.41,WH-006,WH-014,STANDARD
PKG-004567,121.84,WH-010,WH-037,STANDARD
PKG-004568,52.06,WH-080,WH-012,URGENT
PKG-004569,417.24,wh-026,WH-077,LOW
pkg-004570,493.13,WH-010, WH-074 ,STANDARD
PKG-004571,311.22,WH-030,WH-087,STANDARD
PKG-004572,96.64,WH-008,WH-084,URGENT
PKG-004573,418.53,WH-008,WH-042,LOW
PKG-004574,88.18,WH-001,WH-069,STANDARD
PKG-004575,310.38,WH-080, WH-038 ,STANDARD
 PKG-004576 ,49.70,WH-064,WH-032,URGENT
PKG-004577,213.01,WH-063, WH-069 ,LOW
PKG-004578,17.99,WH-060,WH-070,URGENT
PKG-004579,261.49,WH-087,WH-004,LOW
PKG-004580,460.54,WH-085,WH-023, URGENT 
PKG-004581,204.84,WH-081,WH-089,LOW
PKG-004582,15.69,WH-093,WH-001,STANDARD
PKG-004583,1.11,WH-059,WH-095,URGENT
PKG-004584,27.19,WH-094,WH-025,URGENT
PKG-004585,19.30,wh-022,WH-063,STANDARD
PKG-004586,,WH-022,WH-080,URGENT
PKG-004587,472.46,WH-058, WH-026 , STANDARD 
PKG-004588,188.28,WH-098,WH-063,STANDARD
PKG-004589,null,WH-021,WH-091,STANDARD
,224.07,WH-068,WH-077,URGENT
PKG-004591,404.90,WH-087,WH-025,LOW

PKG-004592,254.27,WH-023,WH-033,STANDARD
PKG-004593,231.40,WH-034,WH-087,URGENT
PKG-004594, 375.4530042791843 , WH-071 ,WH-085,STANDARD
PKG-004595,68.17,WH-024,,STANDARD
PKG-004596,486.18,WH-011,WH-069,URGENT
PKG-004597,95.12,WH-084,WH-025,URGENT
PKG-004598,267.25,WH-096, WH-029 ,STANDARD
PKG-004599,33.98,WH-100,WH-027,URGENT
PKG-004600,153.64, WH-071 ,WH-008,LOW
PKG-004601,10.67,WH-052,WH-067,
PKG-004602,224.38,WH-043,WH-028,low,
PKG-004603,342.31,WH-048,WH-052, LOW 
PKG-004604,57.67,WH-039,WH-056,LOW
PKG-004605,193.68,WH-073,WH-094,URGENT
PKG-004606,361.61, WH-028 ,WH-040,STANDARD
PKG-004607,103.85,WH-054,WH-005,STANDARD
PKG-004608,366.27,WH-035, WH-041 ,LOW
PKG-004609,220.48,WH-031,WH-076,URGENT
pkg-004610,415.00,WH-070,WH-037,URGENT
PKG-004611,176.11,WH-066,WH-031,URGENT
PKG-004612,257.356719522538kg,WH-051,WH-069,URGENT
PKG-004613,424.99,WH-044,WH-035,STANDARD
PKG-004614,287.50, WH-061 ,WH-027,URGENT
PKG-004615,269.91, WH-008 ,WH-096,LOW
PKG-004616,182.78,WH-009,WH-008, CRITICAL 
PKG-004617,239.67,WH-025,WH-007,LOW
PKG-004618,347.61,WH-093,WH-002,STANDARD
PKG-004619,433.67,WH-077,WH-011,URGENT
PKG-004620, 115.11595789758908 ,WH-024, WH-025 ,STANDARD
PKG-004621,460.80,WH-080,WH-053,URGENT
 PKG-004622 ,318.91,WH-023,WH-099,URGENT
PKG-004623,118.75,WH-061,WH-037,LOW
PKG-004624,N/A,WH-009,WH-003,STANDARD
PKG-004625, 174.5374758102372 ,WH-029,WH-087,URGENT
PKG-004626,null,WH-075, WH-015 ,URGENT
PKG-004627,328.33, WH-094 ,WH-067,STANDARD
PKG-004628,389.49,WH-027,WH-057,URGENT
PKG-004629,376.29,WH-090,WH-067,STANDARD
PKG-004630,118.79,,WH-099,LOW
PKG-004631,9.25,WH-009,WH-042,LOW
PKG-004632,447.55,WH-015,WH-087,low
PKG-004633,162.00,WH-003,WH-070,URGENT
PKG-004634,162.06,WH-100,WH-056,STANDARD
PKG-004635,,WH-075,WH-082,STANDARD
PKG-004636,375.25,WH-030,WH-081,URGENT
pkg-004637,91.65,WH-042,wh-094,LOW
PKG-004638,28.48,WH-061, WH-007 ,LOW,
PKG-004639,33.10,WH-062, WH-012 ,STANDARD
PKG-004640,159.69,WH-038,WH-022,LOW
PKG-004641,230.49,WH-057,WH-042,URGENT
PKG-004642,411.09, WH-077 ,WH-048,URGENT
PKG-004643,57.29,WH-039,WH-093,STANDARD

PKG-004644,369.94,WH-029,WH-021,STANDARD
PKG-004645,384.5341285192012kg,WH-092,WH-074,
PKG-004646,182.44,wh-059,WH-006,LOW
PKG-004647,192.25,WH-008,WH-057,URGENT
PKG-004648,265.79,WH-081,WH-065,URGENT
PKG-004649,443.31,WH-064,WH-063,CRITICAL
PKG-004650,121.06,WH-009,WH-029,STANDARD
PKG-004651,487.27,WH-087,WH-004,STANDARD
PKG-004652,422.16,WH-008,WH-052,
PKG-004653,178.26,WH-099,WH-059,LOW
PKG-004654,97.83,WH-040,WH-097,standard
PKG-004655,310.05,WH-009,WH-021,STANDARD
PKG-004656,219.02,WH-026,WH-009,CRITICAL
PKG-004657,383.48,WH-025,WH-004,STANDARD
PKG-004658,437.08,WH-091,WH-047,URGENT
 PKG-004659 ,34.11,WH-036,WH-030,LOW
PKG-004660,40.00,WH-020,WH-017,LOW
PKG-004661,139.24,WH-023,WH-038,LOW
pkg-004662,259.80,WH-018,WH-040,URGENT
 PKG-004663 ,72.86,WH-011,WH-022,STANDARD
 PKG-004664 ,178.19,WH-083,WH-057,URGENT
PKG-004665,225.29, WH-033 ,WH-030,STANDARD
pkg-004666,N/A,WH-033, WH-042 ,URGENT
PKG-004667, 189.50331569279183 ,WH-010,WH-012,low
PKG-004668,34.99,WH-014,WH-083, LOW 
PKG-004669,N/A,WH-059,WH-002,LOW
PKG-004670,131.30,WH-039,WH-084,
PKG-004671,299.21,WH-046,WH-012,LOW
PKG-004672,255.97,WH-011,WH-082,URGENT
PKG-004673,334.82,WH-071,WH-046,NONE
PKG-004674, 248.50425546528828 ,WH-079,WH-005,URGENT
PKG-004675,489.35,WH-020, WH-083 ,low
PKG-004676,404.94,WH-093,WH-030,
PKG-004677,318.23,WH-004,WH-006,LOW
PKG-004678,97.04224305842878kg,WH-062,WH-007,STANDARD
PKG-004679,446.91,WH-048,WH-053,NONE,
 PKG-004680 ,70.64,WH-065,WH-026,STANDARD
PKG-004681,228.84,WH-036,WH-029,URGENT
PKG-004682,102.90,WH-099,WH-084,STANDARD
pkg-004683,,WH-008,wh-045,URGENT
pkg-004684,496.68,WH-035,WH-042,STANDARD
PKG-004685,299.19,wh-092,WH-064,
PKG-004686,175.04,WH-039,WH-068,VIP
PKG-004687,195.43,WH-060,WH-004,STANDARD
PKG-004688,104.71, WH-051 ,WH-075,STANDARD
PKG-004689,100.70,WH-093,WH-021,STANDARD
PKG-004690,372.31,wh-027,WH-043,URGENT
PKG-004691,24.17, WH-099 ,WH-089,LOW
PKG-004692,157.57,WH-084,wh-023,STANDARD
PKG-004693,489.97,WH-067,WH-085,URGENT
PKG-004694,379.07,WH-017,WH-052,URGENT
PKG-004695,342.97,WH-071,WH-064,LOW
PKG-004696,82.37, WH-094 ,WH-092,URGENT
PKG-004697,363.09,wh-011,WH-071,STANDARD
PKG-004698,281.74,WH-012,WH-005,STANDARD
PKG-004699,155.78,WH-015,WH-091,LOW
PKG-004700,16.91,WH-097,WH-050,LOW
PKG-004701,206.36,WH-094,WH-041,EXPRESS
PKG-004702,95.82,WH-096,WH-014,STANDARD
PKG-004703,347.57,WH-090,WH-034,URGENT
PKG-004704,383.07,WH-039,WH-071,LOW
PKG-004705,46.95,WH-097,WH-093,STANDARD
PKG-004706, 24.685524773016972 ,WH-014,WH-057,LOW
PKG-004707,195.60,WH-066,WH-092,LOW
PKG-004708,230.62,WH-054,WH-034,URGENT,
PKG-004709,290.34, WH-024 ,WH-010,STANDARD,
PKG-004710,185.19,WH-031,WH-077, LOW 
PKG-004711,466.55,WH-023,WH-077,LOW
PKG-004712,359.56, WH-011 ,WH-075,STANDARD
PKG-004713,302.41,WH-007,WH-082,URGENT
PKG-004714,86.09,WH-090,WH-099,LOW
PKG-004715,N/A,WH-097,WH-020,URGENT
PKG-004716,52.71,WH-069,WH-036,low
PKG-004717,187.68,WH-050,WH-066,URGENT
PKG-004718,169.60,WH-051,WH-019,STANDARD
PKG-004719,447.78,WH-096,WH-019,LOW
PKG-004720,172.92,WH-083,WH-071,STANDARD
PKG-004721,425.60,WH-057,WH-038,URGENT
,223.09,WH-009,WH-013,STANDARD
PKG-004723,109.13,WH-096,WH-071,LOW
PKG-004724,337.44,WH-004,WH-046,LOW
PKG-004725,318.40,WH-077,WH-030,URGENT
PKG-004726,360.37,WH-019,WH-033, STANDARD 
PKG-004727,23.42,WH-099,WH-086,URGENT
PKG-004728,215.60,WH-083,WH-053,LOW
PKG-004729,19.82,WH-043,WH-029,URGENT
pkg-004730,230.01,,WH-100,LOW
pkg-004731,475.24,WH-089,WH-021,LOW
PKG-004732,317.26,WH-094,WH-023,STANDARD
PKG-004733,77.25,WH-008,WH-047,URGENT
PKG-004734,251.67,WH-040,WH-100,VIP
PKG-004735,253.10,WH-012,WH-040,STANDARD
PKG-004736,161.68,WH-059,WH-042,EXPRESS
PKG-004737,339.82,WH-083,WH-065, STANDARD 
PKG-004738,15.39,WH-053,WH-032,URGENT
PKG-004739,null,WH-013,wh-031,STANDARD
PKG-004740,351.81,WH-084,WH-006,LOW
PKG-004741,95.79,WH-015,WH-030, LOW 
PKG-004742,194.73,WH-001,WH-097,URGENT
PKG-004743,39.44,WH-019,WH-096,LOW
PKG-004744,199.00,WH-060,WH-091,STANDARD
PKG-004745,207.04,WH-039,WH-031,URGENT
PKG-004746,356.26, WH-097 ,WH-069,LOW
PKG-004747,110.28,wh-050,WH-007,STANDARD
PKG-004748,207.85,,WH-049,STANDARD
 PKG-004749 ,195.12,WH-055,WH-099,LOW
 PKG-004750 ,316.69,WH-047,wh-094,URGENT
PKG-004751,N/A,WH-005,WH-095,STANDARD
PKG-004752,265.66,WH-022, WH-021 , URGENT 
,320.50,WH-013,WH-094,STANDARD
PKG-004754,485.50,WH-066,WH-029,LOW
PKG-004755,322.68,WH-014,WH-046,STANDARD
PKG-004756,213.14,WH-022,WH-020,URGENT
PKG-004757,359.63,WH-085,WH-023,URGENT
PKG-004758,,WH-038, WH-064 ,LOW

PKG-004759,483.16,wh-092,WH-100,VIP
PKG-004760,378.56,WH-090,wh-044,
PKG-004761,170.00,WH-032,,
PKG-004762,339.17,WH-045,WH-087,STANDARD
PKG-004763,351.48,WH-065,WH-023
PKG-004764,237.63,WH-012,WH-015,STANDARD
PKG-004765,7.61,WH-049,WH-048,STANDARD
PKG-004766,166.70,WH-060,WH-078,URGENT
PKG-004767,442.01,WH-009,WH-090,urgent
PKG-004768,388.06,WH-002,WH-055,URGENT
 PKG-004769 ,273.15,WH-090,WH-043,LOW
PKG-004770,N/A,WH-001,WH-039,LOW
PKG-004771,298.10,WH-092,,NONE
PKG-004772,240.66,WH-083,WH-011,STANDARD
PKG-004773,237.01,WH-005,WH-068,LOW
PKG-004774,302.09,WH-026,WH-002,URGENT
PKG-004775,329.53,WH-050, WH-073 ,LOW
PKG-004776,284.21,WH-066,WH-015,LOW
 PKG-004777 ,37.10,WH-067,WH-032,URGENT
PKG-004778,162.55, WH-082 ,WH-007,STANDARD
PKG-004779,114.35,WH-042,WH-013,LOW
PKG-004780,394.33,WH-089,WH-041,URGENT
PKG-004781,424.54,WH-035,WH-027,STANDARD
PKG-004782,253.19, WH-062 ,WH-090,STANDARD
PKG-004783,222.46,WH-054,WH-092,EXPRESS
PKG-004784,146.05,WH-075,WH-008,CRITICAL
pkg-004785,468.12,WH-098,WH-041,EXPRESS
PKG-004786,184.05,WH-068,WH-074, LOW 
PKG-004787,108.77,WH-075,WH-051,STANDARD
PKG-004788,378.48,WH-027,WH-023,STANDARD
PKG-004789,381.63,WH-094,WH-075,URGENT

PKG-004790,369.13,,WH-073,LOW
PKG-004791,null,WH-034,WH-001,URGENT
PKG-004792,460.62, WH-072 ,WH-080,LOW
PKG-004793,152.27,WH-038,WH-043,URGENT
PKG-004794,345.95,wh-069,WH-027,STANDARD
PKG-004795,63.81,WH-018, WH-046 ,LOW
PKG-004796,341.77,WH-039,WH-027,STANDARD
PKG-004797,294.44,WH-001,WH-019,STANDARD
PKG-004798,327.02,WH-024,WH-100
pkg-004799,371.13,WH-049,WH-069,URGENT
PKG-004800,105.45,WH-009,WH-097,URGENT
PKG-004801,301.13,WH-063,WH-083,STANDARD
PKG-004802,275.38,WH-068,WH-064,URGENT
PKG-004803,150.13,WH-094,WH-032,URGENT
PKG-004804,75.56,WH-050,WH-060,LOW
PKG-004805,11.83,WH-059,WH-063,URGENT
PKG-004806,173.09,WH-097,WH-036,URGENT
PKG-004807, 486.6947692056801 ,WH-010, WH-053 ,STANDARD
PKG-004808,96.66,WH-081,WH-094,LOW
PKG-004809,225.89,WH-025,WH-017,URGENT
PKG-004810,205.75,WH-040,WH-050,URGENT
PKG-004811,180.69,,WH-042
,275.67,WH-084,WH-039,NONE
PKG-004813,112.38,WH-085,WH-079,STANDARD
PKG-004814,87.28, WH-025 ,WH-095,LOW
PKG-004815,163.06,WH-083,WH-063,low
PKG-004816,178.35,WH-049,WH-041
PKG-004817,491.09,WH-011,WH-039,URGENT
pkg-004818,408.82,wh-007,WH-093,CRITICAL
PKG-004819,279.09,WH-003,WH-004,LOW
PKG-004820,153.64,WH-041,WH-081, LOW 
PKG-004821,294.29,WH-073,WH-065,STANDARD

PKG-004822,12.21,WH-070,WH-037,LOW
PKG-004823,166.32,WH-054,WH-100,LOW
PKG-004824,340.25,WH-017,WH-100,EXPRESS
PKG-004825,416.28,WH-078,WH-012,URGENT
PKG-004826,397.71,WH-073,WH-030,low
PKG-004827,115.80,WH-090,WH-027,LOW
PKG-004828,424.79,WH-049,WH-015,LOW
PKG-004829,N/A,wh-067,WH-090,URGENT
PKG-004830,157.11,WH-084,WH-048,STANDARD
PKG-004831,6.10,WH-091,WH-063,URGENT
PKG-004832,299.62,WH-015,WH-003,STANDARD
PKG-004833,283.02,WH-087,WH-047,LOW
PKG-004834,378.59,WH-001,WH-043,URGENT
PKG-004835,439.94,WH-028,WH-100,URGENT
PKG-004836, 130.90964656941762 ,WH-050,WH-095,STANDARD
PKG-004837,380.13,WH-015,WH-090,URGENT
 PKG-004838 ,288.60,WH-079,WH-030,URGENT
PKG-004839,314.46,WH-010,WH-066,LOW
PKG-004840,37.61,WH-085,WH-011,STANDARD
PKG-004841,278.93,wh-061,WH-031,URGENT
PKG-004842,171.72840634579148kg,WH-023,WH-090,low
PKG-004843,121.06,,WH-047,STANDARD
PKG-004844,81.61,WH-063,wh-029,STANDARD
PKG-004845,302.00,WH-085,wh-037,URGENT
PKG-004846,null,WH-071,WH-084,VIP
PKG-004847,74.80,WH-094,wh-012,LOW
PKG-004848,54.51,WH-054,WH-024,EXPRESS
PKG-004849,424.29,WH-041,WH-071,
PKG-004850,230.90,WH-062,WH-088,URGENT
PKG-004851,311.50,WH-013,WH-001,STANDARD
PKG-004852,288.01,WH-098,WH-054,LOW
PKG-004853,317.45,WH-061,WH-085,STANDARD
PKG-004854,295.11,WH-018,WH-094,STANDARD
PKG-004855,256.86,WH-020,WH-022,LOW
PKG-004856,269.21, WH-025 ,WH-062,STANDARD
PKG-004857,120.26,WH-044,WH-051,URGENT
PKG-004858,110.97,WH-075,WH-004,URGENT
PKG-004859,200.36,WH-054,WH-023,URGENT
PKG-004860,126.29,WH-084,WH-032,LOW
PKG-004861,496.10, WH-023 ,WH-002,URGENT
PKG-004862,79.75,WH-086,WH-009,URGENT
PKG-004863,388.14,WH-040,WH-085,LOW
PKG-004864,111.14,WH-041,WH-009,STANDARD
PKG-004865,440.00,WH-091,WH-017,STANDARD
PKG-004866,99.05,WH-054,WH-081,URGENT
PKG-004867,410.68,WH-067,WH-071,STANDARD
PKG-004868,244.74,WH-020,WH-034,URGENT
pkg-004869,473.51,WH-074,WH-046,LOW
PKG-004870,128.71,WH-078,WH-089,STANDARD
PKG-004871,154.80,WH-007,,STANDARD
PKG-004872,409.97,WH-065,WH-092, URGENT 
pkg-004873,360.04,WH-074,WH-034,URGENT
PKG-004874,237.44,WH-055,WH-065,STANDARD
PKG-004875,459.91,WH-075,WH-001,STANDARD
PKG-004876,44.34,WH-088,wh-017,STANDARD
PKG-004877,483.78,WH-052,wh-085,STANDARD
PKG-004878, 106.14420503422694 ,wh-023,WH-040,URGENT
PKG-004879,343.67,WH-004,WH-097,
 PKG-004880 ,92.27,WH-079,WH-016,STANDARD
PKG-004881,130.83,WH-024,WH-085,URGENT
PKG-004882,370.79,WH-084,WH-053,LOW
 PKG-004883 ,null,WH-088,WH-013,LOW
PKG-004884,193.32,WH-083,WH-057,URGENT
pkg-004885,47.71,WH-042,WH-045,URGENT
 PKG-004886 ,310.50,WH-066,WH-094,STANDARD
PKG-004887,62.19,WH-005,WH-081,LOW
PKG-004888,428.03,WH-089,WH-028,LOW
PKG-004889,319.58,WH-012,WH-075,NONE
PKG-004890,143.42,WH-050,WH-028,STANDARD
PKG-004891,76.77,WH-026,WH-066,STANDARD
 PKG-004892 ,25.91,WH-015,WH-074,STANDARD
PKG-004893,261.99,WH-065,wh-077
PKG-004894,312.70,WH-079,WH-001,URGENT
PKG-004895,57.32, WH-027 ,WH-070,STANDARD
PKG-004896,346.90,WH-099,WH-027,urgent
