routeId,originHubId,destinationHubId,distanceKm,typicalDelayMin
RT-01226,WH-044,WH-082,502.00,353

RT-01227,WH-082,WH-026,,149
RT-01228,WH-048,WH-074,570.41,195
RT-01229,WH-016,WH-028,103.60,255
RT-01230,WH-065,WH-060,951.72,105
RT-01231,WH-040,WH-036,1198.56,30
RT-01232,WH-089,WH-029,491.40,268
RT-01233,WH-058,WH-094,970.75,171
 RT-01234 ,WH-062,WH-059,592.21,93
RT-01235,WH-016,wh-080,1441.68,207
RT-01236,WH-016,WH-011,46.42,294
RT-01237,WH-040,WH-066,478.23,300
RT-01238,WH-017, WH-055 ,1478.64,329
RT-01239,WH-044,WH-005,434.35,192
RT-01240, WH-099 ,WH-040,1323.38,314
RT-01241,WH-040,WH-068,386.54,328
RT-01242, WH-076 ,WH-030,1064.18,235
 RT-01243 ,WH-060,WH-012,555.16,285
RT-01244,WH-069,WH-020,778.70,186
RT-01245,WH-028,WH-020,1009.94,61
RT-01246, WH-006 ,WH-004,121.77,71
RT-01247,WH-021,WH-084,227.30,300
 RT-01248 ,WH-053,WH-055,591.41,289
RT-01249,WH-034,wh-051,367.86,146
RT-01250,WH-091,WH-094,980.32,134
RT-01251,WH-027,WH-062,180.41,121
RT-01252,WH-086,WH-069,973.54,77
RT-01253,WH-087,WH-016,1253.28,110
RT-01254,WH-033,WH-035,266.16,86
RT-01255,WH-003,WH-002,1322.49,293

RT-01256,WH-085,WH-005,,151
RT-01257,WH-091,WH-024,996.43,349
RT-01258, WH-100 ,WH-007,612.62,132
RT-01259,WH-082,WH-027,792.11,134
RT-01260,WH-001,WH-055,1045.70,130
RT-01261,WH-006,WH-066,1248.10,250
RT-01262,WH-054,WH-017,521.83,198
RT-01263,WH-079,WH-058,1235.57,182
RT-01264,WH-051,WH-075,null,51
RT-01265,WH-021,WH-004,624.85,288
RT-01266,wh-003, WH-055 ,51.88,224
RT-01267,WH-056,WH-018,751.29,324
RT-01268,WH-059,WH-026,644.66,179
RT-01269,WH-082,WH-097,332.78,72
RT-01270,wh-066,WH-056,19.73,278
RT-01271,WH-044,WH-095,893.55,102
RT-01272,WH-007,,1259.45,220
RT-01273,WH-001,WH-073,527.49,256
RT-01274,WH-081,WH-019,363.82,313
RT-01275,WH-016,WH-009,1104.55,144
RT-01276,wh-026,WH-040,339.38,282
RT-01277,WH-047,WH-004,818.40,270
RT-01278,WH-005,wh-057,640.75,59
RT-01279,WH-069,WH-012,724.63,121,
RT-01280,WH-092,WH-038,188.50,358
RT-01281,WH-038,WH-072,506.45,20
,WH-012,WH-024,1204.36,331
RT-01283,WH-014,WH-073,15.13,205
RT-01284,WH-039,wh-051,835.39,61
RT-01285,WH-010,WH-059,684.23,79
RT-01286,WH-042,WH-088,1436.46,320
RT-01287,WH-007,WH-077,139.58,160
RT-01288,WH-007,WH-074,583.64,312
RT-01289,WH-041, WH-021 ,102.18,167
rt-01290, WH-052 ,WH-059,1306.36,122
RT-01291,WH-053,WH-008,251.92,344
RT-01292,WH-002,WH-049,362.89,283
RT-01293,WH-093,WH-092,265.44,290
RT-01294,WH-050,WH-042,881.12,334
RT-01295,WH-077,WH-034,N/A,263
RT-01296,WH-068,WH-040,97.06,268
RT-01297,WH-005,WH-001,263.82,271
RT-01298,WH-010,WH-031,132.04,356
 RT-01299 ,WH-041,WH-053,969.18,354
RT-01300,WH-063,WH-033,null,44
RT-01301,WH-029,WH-046,905.28
RT-01302,WH-020,WH-037,1409.8919072678577km,258
RT-01303,WH-024,wh-050,616.12,149
,WH-051,WH-092,588.60,204

RT-01305,WH-036,WH-022,null,42
rt-01306,wh-013,WH-079,542.00,197
RT-01307,WH-081,WH-023, 534.1257184455533 ,330
RT-01308,WH-068,WH-097,458.82,349
RT-01309,WH-062,WH-065,1237.32,235
RT-01310,WH-070,WH-075,1384.50,298
RT-01311,WH-055,WH-056,210.30,317
RT-01312,WH-016,WH-095,702.92,231

RT-01313,WH-091,WH-006,1007.51, 119 
RT-01314,WH-085,WH-056,950.86,236
RT-01315,WH-048,WH-030,1262.05,252
RT-01316,WH-076,WH-023,673.93,195
RT-01317, WH-015 , WH-034 ,405.12,308,
RT-01318,WH-082,WH-100,306.66,345
RT-01319, WH-039 ,WH-094,504.35, 37 
RT-01320,WH-030,WH-086,256.43,292
RT-01321,wh-011,WH-070, 34.06925175553434 ,146
RT-01322,WH-061,WH-097,49.34,261
RT-01323,WH-040,WH-066,266.98,39
RT-01324,WH-041,WH-075,null,50
RT-01325,WH-071,WH-070,null,87
RT-01326,WH-090,WH-005,697.73,328
RT-01327,WH-072,WH-092, 373.6444390913645 ,341
RT-01328,,WH-005,1234.09,279
RT-01329,WH-086,WH-025,575.72,96
RT-01330,WH-012, WH-082 ,959.27,66
RT-01331,WH-059,WH-015,799.38,119
RT-01332,WH-012,WH-044,120.17,243
,WH-028,WH-094,1487.92,183
RT-01334,WH-062,WH-084,20.87,151
RT-01335,WH-019,WH-013,654.23,53
rt-01336,WH-068,WH-072,1320.28,161
RT-01337,WH-061,WH-086,964.18,132
,WH-056,WH-001,1221.93,195
RT-01339,WH-085,WH-074,418.53037865402433km,332
rt-01340,WH-030,WH-051,553.19,220
RT-01341,WH-071,WH-011,811.75,225
RT-01342,WH-082,WH-067,null,203
RT-01343,WH-053,wh-082,72.05,326
RT-01344,WH-093,WH-048,280.60,91
RT-01345,WH-020,WH-048,808.5142906391329km,268
RT-01346,WH-008,WH-093,692.88,253
RT-01347,wh-088,WH-044,1226.17,63
RT-01348,WH-033,wh-015,1241.23,309
RT-01349,WH-100,WH-089,409.69,327
RT-01350,WH-084,WH-013,422.44,77
RT-01351,WH-061,WH-058,468.90,350
RT-01352,WH-028,WH-049,233.15,323
RT-01353,WH-060,WH-003,481.04,79
RT-01354,WH-006,WH-043,1427.25,232
RT-01355,WH-057,WH-099,1258.96,167
RT-01356,WH-054,WH-008,1441.62,250
RT-01357,,wh-087, 1499.2982399007303 ,284
RT-01358,WH-041,WH-037,462.15,39
RT-01359,WH-066,WH-075,409.79,217
rt-01360,WH-054,WH-058,null,110
RT-01361,WH-043,WH-094,1197.23,296
RT-01362,WH-042,WH-094,1486.76,244
RT-01363,WH-100,WH-049,N/A,340
rt-01364,WH-010,WH-084,590.10,291
RT-01365,WH-052,WH-088,219.58,60
RT-01366,WH-009,WH-025,657.67,324
,WH-069,wh-015,1215.74,N/A
RT-01368,WH-024,WH-042,996.44,289
RT-01369,WH-094,WH-091,297.88,81
rt-01370,WH-023, WH-099 ,175.18,46
RT-01371,WH-018,WH-052,440.49,246
RT-01372,WH-086,WH-031,12.11,241
RT-01373,WH-089,WH-018,452.64,210
RT-01374,WH-098,WH-014,1293.67,143

RT-01375,WH-034,WH-060,1175.90,174
RT-01376,WH-049,WH-044,461.14,298
,WH-072,WH-085,1181.30,229
RT-01378,WH-050,WH-046,1471.35,242
RT-01379,WH-085,WH-062,1146.36,261
RT-01380,,WH-080,29.96,89
RT-01381,WH-081,WH-058,876.79,205
RT-01382,WH-093, WH-012 ,580.83,154
RT-01383,WH-015,WH-014,,55
 RT-01384 ,WH-083,WH-020,1266.18,196
RT-01385,WH-075,WH-023,731.28,232
RT-01386,WH-048,WH-077,557.17,287
RT-01387,WH-001,WH-018,793.95,255
RT-01388,WH-011,WH-004,1019.00,137
RT-01389,WH-022,WH-071,141.90,283
rt-01390,WH-090,WH-062,919.09,149
RT-01391,WH-034,WH-003,975.97,191
RT-01392,WH-081,WH-086,223.12,241
RT-01393,,WH-037,859.79,325
RT-01394,WH-012,WH-038,38.94,27
RT-01395,WH-066,WH-051,103.32,61
RT-01396,WH-084,WH-069,1322.57,213
RT-01397,WH-028,WH-079,1417.01,266
RT-01398,WH-075,WH-082,440.09,244
RT-01399,WH-007,WH-025,100.76,185
RT-01400,WH-056,WH-025,1412.65,259
RT-01401,WH-036,WH-038,729.64,264
RT-01402,WH-018,WH-076,354.86,340
RT-01403,WH-015,WH-069,,151
RT-01404,WH-095,WH-005,1481.64,76
RT-01405,WH-048,WH-045,838.86,157
RT-01406,WH-023,WH-001,574.26,187
RT-01407,WH-076,WH-093,44.10,274
RT-01408,WH-099, WH-021 ,355.44,102
RT-01409,,,475.91,88
RT-01410,WH-050,WH-043,1039.72,187,
RT-01411,WH-047,WH-087,990.47,50
RT-01412,WH-012,,1088.18,104
rt-01413,WH-043,WH-077,1260.62,299
 RT-01414 ,WH-061,WH-016,149.66,207
RT-01415,WH-083,WH-061,575.90,94
RT-01416,WH-009,WH-066,72.16,307
RT-01417,WH-063,WH-074,1337.94,61
rt-01418,WH-002,WH-062,727.18,206
RT-01419,WH-058,wh-037,868.00,118
RT-01420,WH-088,WH-047,151.70,80
RT-01421,WH-039,WH-052,941.89,293
rt-01422,WH-079, WH-035 ,255.74,163
RT-01423,WH-074,wh-019,1081.70,204
RT-01424,WH-010,,1426.33,103
RT-01425,WH-061,WH-011,1312.61,211
RT-01426,WH-063,,1358.146492325931km,294
RT-01427,WH-056, WH-048 ,431.11,189
RT-01428,WH-051,WH-015,421.84,199
RT-01429,WH-095,WH-003,474.83,103
RT-01430,WH-048, WH-018 ,999.84,254
RT-01431,wh-095,WH-077,562.13,126
RT-01432, WH-007 ,WH-039,435.25,62
RT-01433,WH-022,WH-094,1278.49,256
rt-01434,WH-040,WH-033,,15
RT-01435,WH-011,WH-037,323.14,344
RT-01436,WH-087,WH-054,10.33,175
rt-01437,WH-022,WH-035,1119.87,287
RT-01438,WH-008,WH-077,1350.99,142
RT-01439,WH-085,WH-024,506.15,21
RT-01440,WH-092,WH-084,1237.39,235

 RT-01441 ,WH-096,WH-052,98.45,49
RT-01442,WH-002,WH-084,1284.19,221
RT-01443,WH-022,WH-035,1287.16,93
rt-01444,WH-097,WH-064,11.34, 233 
RT-01445,WH-048,WH-067,1388.19,33
RT-01446,WH-027,WH-024,21.14,204
RT-01447,WH-046,WH-071,512.04,237
RT-01448,WH-044,WH-050,1024.72,297
RT-01449,WH-069,WH-002,1088.68,216
RT-01450,WH-086,WH-100,18.87,39,
RT-01451,WH-012,WH-035,74.75,93
RT-01452,WH-097,,638.58,177
RT-01453,WH-060,WH-016,496.98,351
RT-01454,WH-032,wh-061,733.38,197
RT-01455,WH-080,WH-015,942.35,326
RT-01456,wh-082,WH-030,378.29,176
RT-01457,WH-096,WH-015,601.19,323
 RT-01458 ,WH-068,WH-013,96.01,115
RT-01459,wh-042,WH-067,25.35,37
RT-01460,,WH-046,928.55,152,
 RT-01461 ,WH-017,WH-099, 93.03733658526073 ,227
rt-01462,WH-098,WH-016,1096.53,34
RT-01463,WH-063,WH-041,1429.32,168
RT-01464,WH-005,WH-086,1357.00,208
RT-01465,WH-005,WH-013,402.88,175
RT-01466,WH-045,WH-011,565.40,62
RT-01467,WH-082,WH-014,1110.39,85
RT-01468,WH-066,WH-043,690.97,172
RT-01469,WH-039,WH-061,308.30,197
RT-01470,wh-082,WH-012,1038.48,151
RT-01471,WH-048,wh-097,813.97,53
RT-01472,WH-068,WH-017,1475.16,185
RT-01473,WH-099,WH-048,1070.23,311
RT-01474,WH-058,WH-096,489.00,184
RT-01475,WH-024,WH-013,390.00,224
RT-01476,WH-057,WH-077,1038.94,277
RT-01477,WH-073,WH-011,351.18,296
RT-01478,WH-014,WH-040,983.05,250

RT-01479,WH-010,WH-050,106.77,228
RT-01480,WH-053,WH-071,406.87,92
RT-01481,WH-008,WH-062,487.74,343
RT-01482,WH-099,WH-064,1407.43,355
rt-01483,,WH-013,792.68,N/A
RT-01484, WH-087 ,WH-085,805.68,86
RT-01485,WH-099,WH-023,93.38,41
RT-01486,WH-069,WH-029,1265.49,127
RT-01487,WH-039,WH-043,706.82,147
RT-01488,WH-022,WH-071,271.23,169

RT-01489,WH-100,WH-066,1072.89,108
rt-01490,WH-017, WH-019 ,320.58,150,
RT-01491,WH-089,WH-041,243.05,124
rt-01492,WH-083,WH-026,1380.01,155
RT-01493,WH-067,WH-064,N/A,267
RT-01494,WH-092,WH-070,756.38,183
RT-01495,WH-041,WH-051,67.63,138

RT-01496,WH-079,WH-011,572.23, 127 
RT-01497,WH-089,wh-037,189.02,275
RT-01498,WH-012,wh-055,58.51,30
RT-01499,WH-036,WH-025,139.99,36
RT-01500, WH-098 , WH-064 ,429.35,59
RT-01501,WH-005,WH-054,156.00,173
